"date";"category";"value"
"2018-12-01";"Здравоохранение";203344.36386
"2018-12-01";"Научная и профессиональная деятельность";199960.14066
"2018-12-01";"Обрабатывающие производства";320741.48924
"2018-12-01";"Образование";219325.1248
"2018-12-01";"Операции с недвижимостью";59373.72515
"2018-12-01";"Прочие услуги";11813.64721
"2018-12-01";"Сельское хозяйство";49309.60963
"2018-12-01";"Спорт и досуг";50855.03746
"2018-12-01";"Строительство";106293.09995
"2018-12-01";"Торговля";228418.34141
"2018-12-01";"Транспортировка и хранение";173199.334669
"2018-12-01";"Услуги ЖКХ";83658.99007
"2018-12-01";"Финансы и страхование";167262.48619
"2018-11-01";"Административная деятельность";36140.476729
"2018-11-01";"Водоснабжение";17546.84913
"2018-11-01";"Все отрасли";1869180.986518
"2018-11-01";"Гостиницы и общепит";21317.3639
"2018-11-01";"Государственное управление и военная безопасность";167649.59493
"2018-11-01";"Деятельность в области информации и связи";69705.77143
"2018-11-01";"Добыча полезных ископаемых";76512.04478
"2018-11-01";"Здравоохранение";167379.81703
"2018-11-01";"Научная и профессиональная деятельность";140893.78188
"2018-11-01";"Обрабатывающие производства";272810.0825
"2018-11-01";"Образование";174967.84959
"2018-11-01";"Операции с недвижимостью";44535.678
"2018-11-01";"Прочие услуги";9543.463189
"2018-11-01";"Сельское хозяйство";42114.33826
"2018-11-01";"Спорт и досуг";37659.2144
"2018-11-01";"Строительство";93485.61157
"2018-11-01";"Торговля";199020.55149
"2018-11-01";"Транспортировка и хранение";145469.28649
"2018-11-01";"Услуги ЖКХ";65372.86784
"2018-11-01";"Финансы и страхование";87010.80512
"2018-10-01";"Административная деятельность";36085.13148
"2018-10-01";"Водоснабжение";18349.3385
"2018-10-01";"Все отрасли";1857663.011679
"2018-10-01";"Гостиницы и общепит";21536.42785
"2018-10-01";"Государственное управление и военная безопасность";150539.50755
"2018-10-01";"Деятельность в области информации и связи";67751.35262
"2018-10-01";"Добыча полезных ископаемых";76516.28242
"2018-10-01";"Здравоохранение";163610.38536
"2018-10-01";"Научная и профессиональная деятельность";142799.91861
"2018-10-01";"Обрабатывающие производства";275723.6272
"2018-10-01";"Образование";169668.835639
"2018-10-01";"Операции с недвижимостью";44394.56101
"2018-10-01";"Прочие услуги";10247.08722
"2018-10-01";"Сельское хозяйство";44368.80486
"2018-10-01";"Спорт и досуг";37103.25786
"2018-10-01";"Строительство";94152.92493
"2018-10-01";"Торговля";199630.74747
"2018-10-01";"Транспортировка и хранение";151777.5546
"2018-10-01";"Услуги ЖКХ";64771.51171
"2018-10-01";"Финансы и страхование";88592.74715
"2018-09-01";"Административная деятельность";36572.055609
"2018-09-01";"Водоснабжение";17259.56178
"2018-09-01";"Все отрасли";1828165.412697
"2018-09-01";"Гостиницы и общепит";21471.284789
"2018-09-01";"Государственное управление и военная безопасность";157083.36156
"2018-09-01";"Деятельность в области информации и связи";66633.47877
"2018-09-01";"Добыча полезных ископаемых";81754.3964
"2018-09-01";"Здравоохранение";162506.97841
"2018-09-01";"Научная и профессиональная деятельность";134133.56831
"2018-09-01";"Обрабатывающие производства";267625.65421
"2018-09-01";"Образование";167671.692259
"2018-09-01";"Операции с недвижимостью";44297.35527
"2018-09-01";"Прочие услуги";9401.03793
"2018-09-01";"Сельское хозяйство";45655.23361
"2018-09-01";"Спорт и досуг";37265.0139
"2018-09-01";"Строительство";93719.73232
"2018-09-01";"Торговля";195460.2434
"2018-09-01";"Транспортировка и хранение";145846.47844
"2018-09-01";"Услуги ЖКХ";62765.82515
"2018-09-01";"Финансы и страхование";81000.01119
"2018-08-01";"Административная деятельность";38196.09046
"2018-08-01";"Водоснабжение";17939.74637
"2018-08-01";"Все отрасли";1812477.575577
"2018-08-01";"Гостиницы и общепит";21322.51957
"2018-08-01";"Государственное управление и военная безопасность";152089.95411
"2018-08-01";"Деятельность в области информации и связи";68864.63415
"2018-08-01";"Добыча полезных ископаемых";81526.6828
"2018-08-01";"Здравоохранение";159916.37353
"2018-08-01";"Научная и профессиональная деятельность";133938.64421
"2018-08-01";"Обрабатывающие производства";274861.912889
"2018-08-01";"Образование";120756.32974
"2018-08-01";"Операции с недвижимостью";44924.94075
"2018-08-01";"Прочие услуги";9370.66143
"2018-08-01";"Сельское хозяйство";46594.6392
"2018-08-01";"Спорт и досуг";32540.39573
"2018-08-01";"Строительство";96456.312849
"2018-08-01";"Торговля";203525.72219
"2018-08-01";"Транспортировка и хранение";156336.89726
"2018-08-01";"Услуги ЖКХ";67384.191219
"2018-08-01";"Финансы и страхование";85895.99816
"2018-07-01";"Административная деятельность";38966.7487
"2018-07-01";"Водоснабжение";18556.65535
"2018-07-01";"Все отрасли";1861821.675337
"2018-07-01";"Гостиницы и общепит";21774.129739
"2018-07-01";"Государственное управление и военная безопасность";165839.28915
"2018-07-01";"Деятельность в области информации и связи";68879.91742
"2018-07-01";"Добыча полезных ископаемых";79808.664
"2018-07-01";"Здравоохранение";167333.60957
"2018-07-01";"Научная и профессиональная деятельность";140471.92512
"2018-07-01";"Обрабатывающие производства";281762.11051
"2018-07-01";"Образование";122932.04715
"2018-07-01";"Операции с недвижимостью";45980.41119
"2018-07-01";"Прочие услуги";10057.14781
"2018-07-01";"Сельское хозяйство";45283.90407
"2018-07-01";"Спорт и досуг";34684.84311
"2018-07-01";"Строительство";95139.450099
"2018-07-01";"Торговля";204322.73303
"2018-07-01";"Транспортировка и хранение";156922.4136
"2018-07-01";"Услуги ЖКХ";68409.691599
"2018-07-01";"Финансы и страхование";94642.12665
"2018-06-01";"Административная деятельность";39401.81771
"2018-06-01";"Водоснабжение";17956.47771
"2018-06-01";"Все отрасли";2015496.669106
"2018-06-01";"Гостиницы и общепит";22770.95425
"2018-06-01";"Государственное управление и военная безопасность";166027.18241
"2018-06-01";"Деятельность в области информации и связи";109316.3758
"2018-06-01";"Добыча полезных ископаемых";80935.64816
"2018-06-01";"Здравоохранение";177482.85084
"2018-06-01";"Научная и профессиональная деятельность";141407.54694
"2018-06-01";"Обрабатывающие производства";276353.45714
"2018-06-01";"Образование";234320.176099
"2018-06-01";"Операции с недвижимостью";46098.84809
"2018-06-01";"Прочие услуги";9810.02225
"2018-06-01";"Сельское хозяйство";43223.58289
"2018-06-01";"Спорт и досуг";39476.124469
"2018-06-01";"Строительство";93240.091
"2018-06-01";"Торговля";205228.034919
"2018-06-01";"Транспортировка и хранение";157110.88983
"2018-06-01";"Услуги ЖКХ";68644.493019
"2018-06-01";"Финансы и страхование";86642.49393
"2018-05-01";"Административная деятельность";42563.69113
"2018-05-01";"Водоснабжение";17961.1726
"2018-05-01";"Все отрасли";1939008.687849
"2018-05-01";"Гостиницы и общепит";22215.98173
"2018-05-01";"Государственное управление и военная безопасность";154818.29747
"2018-05-01";"Деятельность в области информации и связи";72384.08555
"2018-05-01";"Добыча полезных ископаемых";95169.93736
"2018-05-01";"Здравоохранение";169123.60753
"2018-05-01";"Научная и профессиональная деятельность";137882.66537
"2018-05-01";"Обрабатывающие производства";274232.57311
"2018-05-01";"Образование";191810.53625
"2018-05-01";"Операции с недвижимостью";45324.65902
"2018-05-01";"Прочие услуги";9700.72295
"2018-05-01";"Сельское хозяйство";45482.04911
"2018-05-01";"Спорт и досуг";36348.03818
"2018-05-01";"Строительство";92349.47032
"2018-05-01";"Торговля";200578.76348
"2018-05-01";"Транспортировка и хранение";173552.13872
"2018-05-01";"Услуги ЖКХ";69798.61812
"2018-05-01";"Финансы и страхование";87667.32886
"2018-04-01";"Административная деятельность";39494.48097
"2018-04-01";"Водоснабжение";17705.06932
"2018-04-01";"Все отрасли";1916590.003628
"2018-04-01";"Гостиницы и общепит";20728.67026
"2018-04-01";"Государственное управление и военная безопасность";163156.17388
"2018-04-01";"Деятельность в области информации и связи";77996.5576
"2018-04-01";"Добыча полезных ископаемых";79936.45329
"2018-04-01";"Здравоохранение";160952.55652
"2018-04-01";"Научная и профессиональная деятельность";144545.9856
"2018-04-01";"Обрабатывающие производства";277985.28729
"2018-04-01";"Образование";161010.08162
"2018-04-01";"Операции с недвижимостью";46240.646479
"2018-04-01";"Прочие услуги";10264.78596
"2018-04-01";"Сельское хозяйство";40785.692189
"2018-04-01";"Спорт и досуг";38793.92591
"2018-04-01";"Строительство";90795.84395
"2018-04-01";"Торговля";209735.58506
"2018-04-01";"Транспортировка и хранение";153673.39762
"2018-04-01";"Услуги ЖКХ";75080.25781
"2018-04-01";"Финансы и страхование";107663.37254
"2018-03-01";"Административная деятельность";37604.19059
"2018-03-01";"Водоснабжение";17590.11772
"2018-03-01";"Все отрасли";1872352.927115
"2018-03-01";"Гостиницы и общепит";21066.383579
"2018-03-01";"Государственное управление и военная безопасность";150526.23531
"2018-03-01";"Деятельность в области информации и связи";75390.85714
"2018-03-01";"Добыча полезных ископаемых";81099.31492
"2018-03-01";"Здравоохранение";164299.6983
"2018-03-01";"Научная и профессиональная деятельность";142228.75859
"2018-03-01";"Обрабатывающие производства";274738.34238
"2018-03-01";"Образование";163849.52056
"2018-03-01";"Операции с недвижимостью";47298.268899
"2018-03-01";"Прочие услуги";9890.47688
"2018-03-01";"Сельское хозяйство";39143.1294
"2018-03-01";"Спорт и досуг";38517.734939
"2018-03-01";"Строительство";92362.46037
"2018-03-01";"Торговля";209975.06243
"2018-03-01";"Транспортировка и хранение";145637.04162
"2018-03-01";"Услуги ЖКХ";67949.084569
"2018-03-01";"Финансы и страхование";93142.18675
"2018-02-01";"Административная деятельность";36995.70247
"2018-02-01";"Водоснабжение";17200.25611
"2018-02-01";"Все отрасли";1785349.727378
"2018-02-01";"Гостиницы и общепит";20582.27102
"2018-02-01";"Государственное управление и военная безопасность";142436.805919
"2018-02-01";"Деятельность в области информации и связи";68907.76199
"2018-02-01";"Добыча полезных ископаемых";70794.75677
"2018-02-01";"Здравоохранение";160062.16949
"2018-02-01";"Научная и профессиональная деятельность";133634.92314
"2018-02-01";"Обрабатывающие производства";257275.46304
"2018-02-01";"Образование";162821.57516
"2018-02-01";"Операции с недвижимостью";43743.238
"2018-02-01";"Прочие услуги";9418.21494
"2018-02-01";"Сельское хозяйство";36056.51361
"2018-02-01";"Спорт и досуг";35881.16502
"2018-02-01";"Строительство";83894.38942
"2018-02-01";"Торговля";193397.57585
"2018-02-01";"Транспортировка и хранение";146638.27453
"2018-02-01";"Услуги ЖКХ";65834.938939
"2018-02-01";"Финансы и страхование";99730.05914
"2018-01-01";"Административная деятельность";35944.87106
"2018-01-01";"Водоснабжение";17547.45523
"2018-01-01";"Все отрасли";1724573.285417
"2018-01-01";"Гостиницы и общепит";22185.216809
"2018-01-01";"Государственное управление и военная безопасность";135048.93369
"2018-01-01";"Деятельность в области информации и связи";65129.50386
"2018-01-01";"Добыча полезных ископаемых";71380.26628
"2018-01-01";"Здравоохранение";157048.50184
"2018-01-01";"Научная и профессиональная деятельность";121910.92824
"2018-01-01";"Обрабатывающие производства";263633.827539
"2018-01-01";"Образование";155226.25221
"2018-01-01";"Операции с недвижимостью";40921.43259
"2018-01-01";"Прочие услуги";9431.03754
"2018-01-01";"Сельское хозяйство";37447.14958
"2018-01-01";"Спорт и досуг";35819.93413
"2018-01-01";"Строительство";83236.57973
"2018-01-01";"Торговля";190598.88683
"2018-01-01";"Транспортировка и хранение";140045.61518
"2018-01-01";"Услуги ЖКХ";64216.43957
"2018-01-01";"Финансы и страхование";77754.83231
"2017-12-01";"Административная деятельность";36890.17
"2017-12-01";"Водоснабжение";19421.037
"2017-12-01";"Все отрасли";2268870.06
"2017-12-01";"Гостиницы и общепит";20420.587
"2017-12-01";"Государственное управление и военная безопасность";256883.398
"2017-12-01";"Деятельность в области информации и связи";77482.755
"2017-12-01";"Добыча полезных ископаемых";100212.965
"2017-12-01";"Здравоохранение";165770.145
"2017-12-01";"Научная и профессиональная деятельность";189858.782
"2017-12-01";"Обрабатывающие производства";315122.771
"2017-12-01";"Образование";208290.83
"2017-12-01";"Операции с недвижимостью";61606.976
"2017-12-01";"Прочие услуги";11376.719
"2017-12-01";"Сельское хозяйство";47113.387
"2017-12-01";"Спорт и досуг";48786.431
"2017-12-01";"Строительство";98027.538
"2017-12-01";"Торговля";212550.982
"2017-12-01";"Транспортировка и хранение";157946.314
"2017-12-01";"Услуги ЖКХ";81692.593
"2017-12-01";"Финансы и страхование";159349.498
"2017-11-01";"Административная деятельность";29067.606
"2017-11-01";"Водоснабжение";16389.162
"2017-11-01";"Все отрасли";1719789.672999
"2017-11-01";"Гостиницы и общепит";18584.5
"2017-11-01";"Государственное управление и военная безопасность";156418.378
"2017-11-01";"Деятельность в области информации и связи";61529.777
"2017-11-01";"Добыча полезных ископаемых";69817.416
"2017-11-01";"Здравоохранение";136595.472
"2017-11-01";"Научная и профессиональная деятельность";134800.639
"2017-11-01";"Обрабатывающие производства";262426.433
"2017-11-01";"Образование";162095.485
"2017-11-01";"Операции с недвижимостью";43310.438
"2017-11-01";"Прочие услуги";9496.554
"2017-11-01";"Сельское хозяйство";40474.751
"2017-11-01";"Спорт и досуг";33784.408
"2017-11-01";"Строительство";85862.477
"2017-11-01";"Торговля";182627.303
"2017-11-01";"Транспортировка и хранение";132152.250999
"2017-11-01";"Услуги ЖКХ";63381.338
"2017-11-01";"Финансы и страхование";80929.601
"2017-10-01";"Административная деятельность";29432.705
"2017-10-01";"Водоснабжение";15999.684
"2017-10-01";"Все отрасли";1697934.159999
"2017-10-01";"Гостиницы и общепит";19063.783
"2017-10-01";"Государственное управление и военная безопасность";141663.736
"2017-10-01";"Деятельность в области информации и связи";58907.114
"2017-10-01";"Добыча полезных ископаемых";70090.495
"2017-10-01";"Здравоохранение";133582.926
"2017-10-01";"Научная и профессиональная деятельность";131530.711
"2017-10-01";"Обрабатывающие производства";262591.169999
"2017-10-01";"Образование";154626.834
"2017-10-01";"Операции с недвижимостью";43999.493
"2017-10-01";"Прочие услуги";9563.218
"2017-10-01";"Сельское хозяйство";42833.606
"2017-10-01";"Спорт и досуг";33126.283
"2017-10-01";"Строительство";85800.259
"2017-10-01";"Торговля";182907.632
"2017-10-01";"Транспортировка и хранение";137154.508
"2017-10-01";"Услуги ЖКХ";62388.165
"2017-10-01";"Финансы и страхование";82640.119
"2017-09-01";"Административная деятельность";30662.66609
"2017-09-01";"Водоснабжение";15973.435609
"2017-09-01";"Все отрасли";1680486.831515
"2017-09-01";"Гостиницы и общепит";19431.21456
"2017-09-01";"Государственное управление и военная безопасность";152507.173599
"2017-09-01";"Деятельность в области информации и связи";58425.47725
"2017-09-01";"Добыча полезных ископаемых";75636.5812
"2017-09-01";"Здравоохранение";124466.09633
"2017-09-01";"Научная и профессиональная деятельность";128242.83602
"2017-09-01";"Обрабатывающие производства";257871.47158
"2017-09-01";"Образование";152588.44345
"2017-09-01";"Операции с недвижимостью";43158.57329
"2017-09-01";"Прочие услуги";9460.74096
"2017-09-01";"Сельское хозяйство";44110.38902
"2017-09-01";"Спорт и досуг";32776.571219
"2017-09-01";"Строительство";85451.513209
"2017-09-01";"Торговля";179894.37879
"2017-09-01";"Транспортировка и хранение";134485.85347
"2017-09-01";"Услуги ЖКХ";61115.35969
"2017-09-01";"Финансы и страхование";74192.84698
"2017-08-01";"Административная деятельность";30778.066649
"2017-08-01";"Водоснабжение";16521.2845
"2017-08-01";"Все отрасли";1638857.233365
"2017-08-01";"Гостиницы и общепит";18626.21714
"2017-08-01";"Государственное управление и военная безопасность";138491.144379
"2017-08-01";"Деятельность в области информации и связи";58483.20335
"2017-08-01";"Добыча полезных ископаемых";73955.00393
"2017-08-01";"Здравоохранение";120990.186829
"2017-08-01";"Научная и профессиональная деятельность";128661.42735
"2017-08-01";"Обрабатывающие производства";262726.65391
"2017-08-01";"Образование";103883.18569
"2017-08-01";"Операции с недвижимостью";42685.084299
"2017-08-01";"Прочие услуги";8947.16957
"2017-08-01";"Сельское хозяйство";45196.49188
"2017-08-01";"Спорт и досуг";27580.70419
"2017-08-01";"Строительство";88271.64817
"2017-08-01";"Торговля";185293.40375
"2017-08-01";"Транспортировка и хранение";140915.04285
"2017-08-01";"Услуги ЖКХ";63965.75876
"2017-08-01";"Финансы и страхование";82853.05047
"2017-07-01";"Административная деятельность";29663.85448
"2017-07-01";"Водоснабжение";16434.68704
"2017-07-01";"Все отрасли";1680557.975317
"2017-07-01";"Гостиницы и общепит";19710.016809
"2017-07-01";"Государственное управление и военная безопасность";155459.73911
"2017-07-01";"Деятельность в области информации и связи";57922.95493
"2017-07-01";"Добыча полезных ископаемых";71493.27905
"2017-07-01";"Здравоохранение";131281.91929
"2017-07-01";"Научная и профессиональная деятельность";130461.21995
"2017-07-01";"Обрабатывающие производства";266660.91555
"2017-07-01";"Образование";111610.25436
"2017-07-01";"Операции с недвижимостью";44226.96036
"2017-07-01";"Прочие услуги";9168.24569
"2017-07-01";"Сельское хозяйство";43459.51342
"2017-07-01";"Спорт и досуг";30138.598489
"2017-07-01";"Строительство";87357.432099
"2017-07-01";"Торговля";183662.76611
"2017-07-01";"Транспортировка и хранение";139930.55914
"2017-07-01";"Услуги ЖКХ";64938.92576
"2017-07-01";"Финансы и страхование";86940.87518
"2017-06-01";"Административная деятельность";30412.86754
"2017-06-01";"Водоснабжение";17323.87851
"2017-06-01";"Все отрасли";1826694.766205
"2017-06-01";"Гостиницы и общепит";19729.61455
"2017-06-01";"Государственное управление и военная безопасность";153909.94089
"2017-06-01";"Деятельность в области информации и связи";59849.67286
"2017-06-01";"Добыча полезных ископаемых";74374.923459
"2017-06-01";"Здравоохранение";143159.86459
"2017-06-01";"Научная и профессиональная деятельность";137057.521249
"2017-06-01";"Обрабатывающие производства";277535.6441
"2017-06-01";"Образование";213592.73553
"2017-06-01";"Операции с недвижимостью";45461.051479
"2017-06-01";"Прочие услуги";9659.49551
"2017-06-01";"Сельское хозяйство";41175.20784
"2017-06-01";"Спорт и досуг";34623.06375
"2017-06-01";"Строительство";87737.66984
"2017-06-01";"Торговля";188401.525979
"2017-06-01";"Транспортировка и хранение";141097.35673
"2017-06-01";"Услуги ЖКХ";68082.87415
"2017-06-01";"Финансы и страхование";83461.26105
"2017-05-01";"Административная деятельность";30727.93483
"2017-05-01";"Водоснабжение";16972.67478
"2017-05-01";"Все отрасли";1752096.157197
"2017-05-01";"Гостиницы и общепит";18998.57664
"2017-05-01";"Государственное управление и военная безопасность";145308.62029
"2017-05-01";"Деятельность в области информации и связи";62156.6263
"2017-05-01";"Добыча полезных ископаемых";79938.04261
"2017-05-01";"Здравоохранение";131947.86058
"2017-05-01";"Научная и профессиональная деятельность";127156.95986
"2017-05-01";"Обрабатывающие производства";264870.82674
"2017-05-01";"Образование";172626.567259
"2017-05-01";"Операции с недвижимостью";47611.36165
"2017-05-01";"Прочие услуги";9075.27571
"2017-05-01";"Сельское хозяйство";42802.91933
"2017-05-01";"Спорт и досуг";31726.49862
"2017-05-01";"Строительство";86319.78086
"2017-05-01";"Торговля";179292.123819
"2017-05-01";"Транспортировка и хранение";154319.147199
"2017-05-01";"Услуги ЖКХ";67409.29552
"2017-05-01";"Финансы и страхование";82801.3254
"2017-04-01";"Административная деятельность";28034.30125
"2017-04-01";"Водоснабжение";16152.89359
"2017-04-01";"Все отрасли";1732872.777498
"2017-04-01";"Гостиницы и общепит";17654.01245
"2017-04-01";"Государственное управление и военная безопасность";150669.26132
"2017-04-01";"Деятельность в области информации и связи";65684.7849
"2017-04-01";"Добыча полезных ископаемых";74982.22313
"2017-04-01";"Здравоохранение";123564.53939
"2017-04-01";"Научная и профессиональная деятельность";132008.26926
"2017-04-01";"Обрабатывающие производства";268143.04821
"2017-04-01";"Образование";145799.50911
"2017-04-01";"Операции с недвижимостью";43066.06568
"2017-04-01";"Прочие услуги";9740.610859
"2017-04-01";"Сельское хозяйство";39881.003509
"2017-04-01";"Спорт и досуг";30828.55512
"2017-04-01";"Строительство";84021.33509
"2017-04-01";"Торговля";190372.07568
"2017-04-01";"Транспортировка и хранение";138130.74573
"2017-04-01";"Услуги ЖКХ";70753.73336
"2017-04-01";"Финансы и страхование";103340.45996
"2017-03-01";"Административная деятельность";27824.31457
"2017-03-01";"Водоснабжение";16867.54251
"2017-03-01";"Все отрасли";1667289.004958
"2017-03-01";"Гостиницы и общепит";17641.37246
"2017-03-01";"Государственное управление и военная безопасность";139274.44552
"2017-03-01";"Деятельность в области информации и связи";61791.29492
"2017-03-01";"Добыча полезных ископаемых";71673.66768
"2017-03-01";"Здравоохранение";122176.35792
"2017-03-01";"Научная и профессиональная деятельность";128731.84318
"2017-03-01";"Обрабатывающие производства";265075.48231
"2017-03-01";"Образование";147445.18724
"2017-03-01";"Операции с недвижимостью";42396.699329
"2017-03-01";"Прочие услуги";8828.308519
"2017-03-01";"Сельское хозяйство";38957.11751
"2017-03-01";"Спорт и досуг";31830.9689
"2017-03-01";"Строительство";83418.36174
"2017-03-01";"Торговля";185214.69357
"2017-03-01";"Транспортировка и хранение";129003.88746
"2017-03-01";"Услуги ЖКХ";63480.22573
"2017-03-01";"Финансы и страхование";85613.74829
"2017-02-01";"Административная деятельность";27329.99428
"2017-02-01";"Водоснабжение";16106.93655
"2017-02-01";"Все отрасли";1554205.808758
"2017-02-01";"Гостиницы и общепит";17371.7416
"2017-02-01";"Государственное управление и военная безопасность";130452.93518
"2017-02-01";"Деятельность в области информации и связи";53058.8564
"2017-02-01";"Добыча полезных ископаемых";62052.76095
"2017-02-01";"Здравоохранение";116249.37569
"2017-02-01";"Научная и профессиональная деятельность";115651.96875
"2017-02-01";"Обрабатывающие производства";242932.9785
"2017-02-01";"Образование";139856.24685
"2017-02-01";"Операции с недвижимостью";38652.73293
"2017-02-01";"Прочие услуги";8550.445949
"2017-02-01";"Сельское хозяйство";34481.73711
"2017-02-01";"Спорт и досуг";28713.6704
"2017-02-01";"Строительство";76125.26651
"2017-02-01";"Торговля";163738.273419
"2017-02-01";"Транспортировка и хранение";122138.54678
"2017-02-01";"Услуги ЖКХ";61907.68085
"2017-02-01";"Финансы и страхование";98799.02586
